moisture_percent,permeability,mold_hardness,pouring_temp_C,defect_label
3.4,100.5,105.1,1425.9,No_Defect
3.72,118.0,92.3,1475.6,No_Defect
3.78,117.8,102.1,1462.7,No_Defect
5.46,105.8,109.2,1418.9,No_Defect
3.96,106.8,100.8,1395.4,No_Defect
4.38,110.8,105.2,1463.4,No_Defect
4.1,106.0,95.2,1399.5,No_Defect
3.14,106.8,95.4,1476.6,No_Defect
4.39,106.9,101.6,1393.9,No_Defect
4.11,112.5,99.8,1420.2,No_Defect
5.48,117.6,102.5,1436.9,No_Defect
4.55,104.0,97.9,1383.9,No_Defect
4.19,110.9,94.6,1476.4,No_Defect
5.27,114.4,100.7,1467.0,No_Defect
3.33,115.8,92.5,1459.4,No_Defect
3.69,117.5,108.9,1394.9,No_Defect
4.16,119.6,99.7,1466.4,No_Defect
4.47,107.5,95.7,1400.3,No_Defect
4.9,107.7,100.2,1429.2,No_Defect
4.44,117.3,109.6,1420.8,No_Defect
5.07,115.3,101.5,1475.6,No_Defect
3.5,102.2,107.1,1423.9,No_Defect
5.12,117.9,91.2,1468.3,No_Defect
4.12,110.2,102.5,1472.6,No_Defect
3.05,109.5,103.8,1452.3,No_Defect
4.73,102.7,96.0,1415.9,No_Defect
5.01,105.6,94.2,1475.7,No_Defect
3.02,120.0,103.5,1462.8,No_Defect
3.74,100.3,104.8,1463.4,No_Defect
4.85,102.9,105.1,1456.9,No_Defect
4.65,115.3,106.9,1441.4,No_Defect
3.22,109.8,91.6,1420.8,No_Defect
4.02,101.3,97.0,1391.1,No_Defect
5.02,119.0,91.4,1475.5,No_Defect
4.31,106.0,91.5,1430.1,No_Defect
4.99,114.1,91.0,1387.3,No_Defect
4.01,105.9,94.6,1408.1,No_Defect
5.01,118.6,98.1,1470.6,No_Defect
3.8,109.5,94.5,1444.0,No_Defect
5.45,112.1,97.2,1444.8,No_Defect
3.31,117.8,100.1,1424.9,No_Defect
4.46,112.5,91.4,1448.3,No_Defect
3.6,114.3,106.5,1460.4,No_Defect
4.38,110.4,92.9,1457.5,No_Defect
3.68,109.9,95.7,1393.4,No_Defect
4.57,101.1,105.0,1411.8,No_Defect
3.0,110.2,90.9,1407.6,No_Defect
4.77,101.3,106.8,1380.4,No_Defect
3.62,114.8,96.3,1390.2,No_Defect
3.9,105.4,106.9,1411.3,No_Defect
4.97,117.8,98.7,1471.0,No_Defect
3.94,119.3,91.8,1448.7,No_Defect
4.23,107.8,102.7,1450.4,No_Defect
3.01,103.3,104.3,1446.6,No_Defect
5.42,115.2,109.0,1450.3,No_Defect
3.75,102.1,105.6,1444.4,No_Defect
3.12,107.2,109.1,1430.0,No_Defect
4.08,109.2,94.2,1416.9,No_Defect
3.92,101.0,105.4,1421.7,No_Defect
5.06,117.0,94.2,1445.7,No_Defect
4.18,117.6,94.3,1447.8,No_Defect
4.52,105.9,92.7,1445.2,No_Defect
4.85,106.3,102.9,1419.5,No_Defect
4.78,104.0,107.8,1408.7,No_Defect
3.92,101.2,92.2,1431.6,No_Defect
3.67,116.7,90.3,1417.9,No_Defect
3.84,100.4,92.5,1421.4,No_Defect
4.23,108.1,100.6,1439.5,No_Defect
3.02,109.3,109.3,1431.9,No_Defect
4.69,106.2,105.5,1457.3,No_Defect
4.3,119.5,92.5,1381.7,No_Defect
4.93,116.1,92.4,1406.6,No_Defect
3.04,105.9,105.5,1431.8,No_Defect
3.87,107.4,90.0,1410.0,No_Defect
4.62,119.5,106.9,1382.4,No_Defect
5.25,115.7,105.6,1425.8,No_Defect
4.0,106.1,91.3,1402.8,No_Defect
3.62,109.7,104.9,1427.4,No_Defect
3.14,119.2,108.9,1458.5,No_Defect
5.48,110.9,109.3,1387.6,No_Defect
3.91,104.5,93.9,1394.1,No_Defect
4.56,115.6,101.6,1394.7,No_Defect
5.03,112.7,97.8,1447.4,No_Defect
3.65,106.9,108.3,1409.1,No_Defect
4.17,117.8,104.2,1386.2,No_Defect
3.37,100.2,102.6,1424.8,No_Defect
3.34,119.2,100.6,1404.2,No_Defect
4.25,113.6,91.5,1407.5,No_Defect
5.02,109.2,100.9,1423.3,No_Defect
3.11,103.3,98.9,1400.9,No_Defect
3.12,116.9,109.6,1459.3,No_Defect
5.13,104.8,109.2,1399.7,No_Defect
5.38,119.9,104.2,1478.1,No_Defect
4.42,105.2,98.7,1439.4,No_Defect
3.18,112.4,109.6,1399.0,No_Defect
4.98,118.2,108.9,1476.0,No_Defect
4.3,119.5,105.1,1396.2,No_Defect
4.19,114.4,94.9,1444.1,No_Defect
4.67,103.3,101.3,1457.2,No_Defect
4.25,100.2,90.2,1415.7,No_Defect
5.32,104.6,102.7,1402.2,No_Defect
3.8,117.0,104.6,1389.5,No_Defect
4.07,100.6,99.6,1446.2,No_Defect
3.3,105.8,98.0,1472.0,No_Defect
5.48,100.9,105.2,1417.2,No_Defect
3.98,115.1,108.4,1475.1,No_Defect
4.44,107.1,105.8,1405.1,No_Defect
4.41,107.2,103.1,1404.0,No_Defect
3.48,118.4,92.0,1430.6,No_Defect
3.55,100.8,90.7,1397.5,No_Defect
5.17,105.6,109.0,1438.2,No_Defect
4.09,111.6,100.3,1455.9,No_Defect
3.71,107.1,107.9,1474.6,No_Defect
5.23,108.4,105.6,1427.6,No_Defect
4.24,104.1,101.8,1398.6,No_Defect
3.83,117.1,94.1,1387.1,No_Defect
3.17,118.8,100.1,1420.9,No_Defect
5.03,116.7,96.6,1449.4,No_Defect
4.93,113.1,93.0,1467.6,No_Defect
4.35,105.6,98.5,1383.8,No_Defect
3.32,115.3,90.0,1421.7,No_Defect
4.31,101.1,109.5,1402.6,No_Defect
3.76,106.1,94.6,1380.1,No_Defect
4.82,119.3,94.5,1446.3,No_Defect
4.85,117.0,98.5,1410.3,No_Defect
3.81,114.3,106.3,1398.2,No_Defect
3.93,118.0,106.1,1478.5,No_Defect
4.89,107.9,101.8,1446.1,No_Defect
3.2,110.9,104.2,1396.7,No_Defect
4.95,111.7,109.0,1384.2,No_Defect
3.66,112.0,95.9,1451.4,No_Defect
4.9,102.1,100.3,1430.9,No_Defect
3.92,118.7,106.6,1449.7,No_Defect
4.79,109.2,108.4,1449.5,No_Defect
4.82,117.2,95.5,1460.7,No_Defect
3.49,106.9,96.7,1477.9,No_Defect
5.14,114.0,104.5,1436.2,No_Defect
5.37,109.9,97.6,1396.3,No_Defect
4.97,114.7,97.7,1382.5,No_Defect
5.1,100.2,104.1,1477.0,No_Defect
4.09,104.7,104.1,1461.7,No_Defect
4.37,119.3,91.0,1430.5,No_Defect
4.8,117.3,93.6,1460.0,No_Defect
4.38,107.9,92.6,1466.5,No_Defect
3.39,106.2,95.8,1467.1,No_Defect
4.68,115.9,95.0,1442.5,No_Defect
4.43,116.7,108.1,1381.2,No_Defect
4.69,101.0,101.0,1408.8,No_Defect
3.77,107.1,102.4,1413.4,No_Defect
4.83,108.1,91.4,1458.4,No_Defect
3.71,108.7,103.7,1413.2,No_Defect
3.14,107.5,108.9,1444.2,No_Defect
4.68,112.6,94.0,1421.8,No_Defect
4.88,102.0,95.6,1407.6,No_Defect
4.08,119.6,91.4,1431.9,No_Defect
3.45,119.4,92.3,1420.4,No_Defect
4.84,114.1,98.5,1414.7,No_Defect
3.99,105.3,94.1,1428.3,No_Defect
3.67,105.7,103.1,1476.9,No_Defect
4.51,101.5,91.5,1475.1,No_Defect
3.74,101.8,102.0,1442.4,No_Defect
4.62,105.3,90.3,1476.5,No_Defect
3.63,113.5,104.1,1441.0,No_Defect
3.78,105.4,102.0,1466.6,No_Defect
5.37,102.1,93.1,1474.5,No_Defect
4.84,117.7,94.1,1438.8,No_Defect
4.75,113.6,98.2,1381.5,No_Defect
4.46,105.1,99.0,1475.8,No_Defect
4.0,116.8,93.8,1447.2,No_Defect
5.44,102.0,90.2,1423.4,No_Defect
3.23,115.0,108.3,1423.4,No_Defect
3.65,108.7,104.5,1380.9,No_Defect
4.47,112.3,102.8,1404.2,No_Defect
4.79,101.8,94.0,1467.7,No_Defect
4.85,100.3,95.0,1401.4,No_Defect
3.68,105.0,91.3,1425.9,No_Defect
4.83,112.1,103.5,1388.1,No_Defect
5.38,116.8,106.1,1462.3,No_Defect
5.33,110.9,94.0,1441.7,No_Defect
4.86,114.8,100.4,1386.8,No_Defect
3.93,118.4,101.7,1433.8,No_Defect
3.67,107.4,107.9,1446.6,No_Defect
4.97,109.1,102.6,1404.8,No_Defect
4.76,108.6,98.9,1444.9,No_Defect
5.34,101.3,106.5,1409.2,No_Defect
4.11,100.4,96.0,1430.3,No_Defect
3.14,109.8,108.5,1390.5,No_Defect
4.91,108.2,103.1,1406.0,No_Defect
3.4,103.2,91.4,1398.6,No_Defect
4.66,117.6,106.3,1448.5,No_Defect
3.28,105.8,96.2,1405.0,No_Defect
4.29,110.7,97.1,1415.4,No_Defect
5.07,115.8,96.2,1471.4,No_Defect
5.38,106.5,97.1,1430.6,No_Defect
5.35,117.5,92.1,1419.3,No_Defect
4.38,110.1,93.9,1465.9,No_Defect
4.69,116.8,107.2,1454.8,No_Defect
4.1,112.2,93.2,1447.4,No_Defect
3.45,113.9,94.6,1391.8,No_Defect
3.41,100.0,104.4,1453.2,No_Defect
4.29,103.2,91.7,1381.9,No_Defect
3.41,117.8,94.8,1415.4,No_Defect
3.26,104.4,100.4,1440.8,No_Defect
3.61,101.2,97.8,1403.4,No_Defect
3.55,119.2,102.3,1435.7,No_Defect
4.04,108.6,100.8,1449.6,No_Defect
4.76,103.4,100.0,1421.2,No_Defect
5.18,112.6,100.7,1391.5,No_Defect
4.51,102.3,96.7,1394.3,No_Defect
4.73,104.1,97.8,1469.6,No_Defect
3.51,110.2,98.4,1381.8,No_Defect
4.98,101.4,99.5,1436.1,No_Defect
4.57,113.8,95.1,1381.0,No_Defect
4.81,110.7,106.7,1462.1,No_Defect
5.11,109.7,96.7,1459.2,No_Defect
4.13,103.7,107.1,1468.3,No_Defect
4.17,101.5,97.8,1460.4,No_Defect
5.25,104.1,91.3,1467.7,No_Defect
3.97,110.8,109.4,1386.7,No_Defect
4.62,101.5,97.5,1460.4,No_Defect
4.08,119.9,101.2,1412.1,No_Defect
3.55,107.0,97.5,1386.9,No_Defect
3.92,109.3,104.5,1445.7,No_Defect
4.77,100.2,94.4,1446.2,No_Defect
4.21,100.1,106.1,1457.3,No_Defect
4.37,101.3,105.3,1438.4,No_Defect
4.95,115.0,106.1,1431.8,No_Defect
3.35,113.4,102.4,1454.2,No_Defect
3.42,103.9,107.8,1455.0,No_Defect
5.27,115.2,101.9,1445.4,No_Defect
5.22,111.6,102.6,1395.6,No_Defect
4.18,114.3,95.4,1400.2,No_Defect
3.78,104.8,94.3,1422.5,No_Defect
5.27,110.1,93.8,1387.7,No_Defect
4.74,107.7,106.4,1446.0,No_Defect
4.99,105.4,103.8,1406.4,No_Defect
5.35,112.7,96.5,1407.0,No_Defect
3.48,113.9,94.4,1439.5,No_Defect
3.66,113.2,106.3,1457.8,No_Defect
4.9,103.8,91.8,1449.9,No_Defect
3.92,108.6,90.6,1406.0,No_Defect
3.08,117.6,94.9,1435.7,No_Defect
3.1,113.3,96.5,1469.8,No_Defect
5.22,106.5,108.0,1479.6,No_Defect
5.06,116.9,95.0,1437.7,No_Defect
3.17,101.9,110.0,1412.7,No_Defect
4.87,116.1,107.2,1479.8,No_Defect
3.6,100.8,98.2,1393.0,No_Defect
3.06,107.2,105.7,1436.6,No_Defect
3.78,113.1,94.6,1381.4,No_Defect
4.91,112.5,105.2,1383.9,No_Defect
5.09,112.4,101.3,1442.5,No_Defect
5.16,111.7,101.6,1479.1,No_Defect
4.89,108.8,104.1,1418.9,No_Defect
3.57,111.9,108.6,1472.9,No_Defect
3.85,110.6,94.2,1479.6,No_Defect
5.45,113.0,106.1,1451.5,No_Defect
4.48,101.1,99.1,1447.5,No_Defect
4.69,107.5,108.8,1396.7,No_Defect
4.25,113.8,103.9,1444.9,No_Defect
3.69,103.1,102.7,1439.9,No_Defect
3.45,114.1,99.1,1446.8,No_Defect
5.09,103.4,90.4,1457.9,No_Defect
4.52,114.0,106.8,1460.3,No_Defect
5.4,110.7,99.8,1420.2,No_Defect
3.38,111.5,95.5,1472.1,No_Defect
4.46,111.9,97.1,1385.2,No_Defect
3.08,108.5,91.7,1440.7,No_Defect
5.2,117.7,103.2,1401.1,No_Defect
5.16,117.7,93.9,1453.7,No_Defect
3.72,116.1,109.9,1383.0,No_Defect
5.24,112.5,109.5,1426.5,No_Defect
5.12,101.2,96.7,1386.7,No_Defect
5.44,116.3,107.1,1473.8,No_Defect
3.21,107.7,91.4,1401.1,No_Defect
3.57,109.4,95.4,1390.1,No_Defect
3.42,102.9,109.5,1455.9,No_Defect
5.42,108.8,95.6,1459.8,No_Defect
3.82,106.0,94.7,1393.0,No_Defect
3.64,107.1,103.5,1386.3,No_Defect
3.53,116.2,92.9,1414.3,No_Defect
5.16,103.1,91.7,1428.5,No_Defect
3.76,111.3,106.1,1393.7,No_Defect
4.45,110.1,92.9,1442.4,No_Defect
3.68,109.8,91.6,1426.0,No_Defect
3.77,116.4,91.1,1421.9,No_Defect
4.15,114.5,101.5,1446.7,No_Defect
4.94,117.2,96.3,1433.8,No_Defect
5.1,119.8,107.8,1417.1,No_Defect
3.49,109.8,104.8,1429.3,No_Defect
4.21,116.8,97.2,1466.0,No_Defect
4.02,106.6,99.1,1456.2,No_Defect
3.32,103.9,109.0,1397.5,No_Defect
4.42,111.6,99.8,1444.5,No_Defect
3.57,111.1,97.4,1446.2,No_Defect
3.35,111.4,93.7,1407.9,No_Defect
3.55,103.7,106.5,1408.6,No_Defect
5.32,119.4,101.4,1394.3,No_Defect
3.94,116.0,97.3,1388.7,No_Defect
4.39,116.9,105.9,1397.5,No_Defect
4.68,104.4,94.4,1467.4,No_Defect
3.62,105.3,90.0,1467.1,No_Defect
4.98,112.5,105.0,1395.2,No_Defect
4.15,107.0,91.9,1428.6,No_Defect
5.3,100.8,95.8,1400.8,No_Defect
3.6,118.2,99.4,1426.6,No_Defect
4.9,103.1,99.7,1423.0,No_Defect
4.49,120.0,105.4,1419.8,No_Defect
5.07,103.4,90.6,1400.4,No_Defect
3.85,110.2,102.3,1471.1,No_Defect
4.27,110.0,91.0,1383.5,No_Defect
4.38,108.8,106.8,1396.1,No_Defect
3.06,109.0,94.7,1385.0,No_Defect
4.81,102.2,102.2,1408.1,No_Defect
3.43,107.6,106.0,1419.2,No_Defect
4.88,102.5,105.5,1403.7,No_Defect
4.69,111.3,108.6,1418.7,No_Defect
3.17,100.4,106.5,1432.5,No_Defect
4.94,104.7,96.9,1383.0,No_Defect
5.4,113.4,108.7,1406.5,No_Defect
4.53,113.6,96.4,1464.8,No_Defect
5.37,117.7,104.8,1407.7,No_Defect
3.7,119.3,90.2,1451.6,No_Defect
4.77,112.5,109.8,1411.2,No_Defect
3.85,101.6,98.9,1406.1,No_Defect
3.86,116.7,108.7,1398.6,No_Defect
3.93,118.6,91.2,1389.2,No_Defect
3.41,111.9,93.0,1476.8,No_Defect
4.12,110.0,94.9,1427.1,No_Defect
4.65,115.0,105.1,1437.8,No_Defect
5.26,116.3,105.1,1385.6,No_Defect
3.02,104.2,103.3,1421.1,No_Defect
4.01,117.7,107.9,1470.9,No_Defect
3.78,113.8,95.4,1399.1,No_Defect
3.46,106.8,98.6,1463.1,No_Defect
3.3,114.7,100.6,1408.8,No_Defect
4.23,106.0,101.9,1423.4,No_Defect
3.41,102.3,100.9,1470.2,No_Defect
3.86,114.7,103.2,1473.2,No_Defect
5.05,111.3,103.1,1469.8,No_Defect
4.0,106.5,90.2,1462.7,No_Defect
5.0,102.1,101.5,1426.4,No_Defect
3.3,119.6,94.3,1386.7,No_Defect
4.49,114.8,90.6,1445.9,No_Defect
4.33,102.1,93.5,1436.8,No_Defect
3.74,118.8,106.4,1478.4,No_Defect
3.65,119.4,98.6,1414.8,No_Defect
3.13,101.1,103.8,1425.8,No_Defect
3.57,112.3,95.1,1437.8,No_Defect
3.9,116.5,106.4,1427.7,No_Defect
3.88,107.3,106.1,1412.8,No_Defect
3.52,101.7,99.3,1428.2,No_Defect
5.1,104.4,97.6,1460.8,No_Defect
5.06,107.7,99.2,1410.3,No_Defect
5.33,102.4,108.7,1448.4,No_Defect
4.33,100.7,99.5,1420.8,No_Defect
3.4,113.1,109.4,1436.2,No_Defect
4.79,101.4,98.4,1391.6,No_Defect
4.53,118.8,103.2,1387.7,No_Defect
3.89,111.0,98.1,1463.4,No_Defect
5.04,112.2,97.5,1405.5,No_Defect
3.26,107.1,98.3,1447.6,No_Defect
4.65,101.4,97.9,1398.2,No_Defect
3.39,116.5,90.8,1421.9,No_Defect
3.42,117.6,101.1,1403.1,No_Defect
4.26,114.6,109.2,1402.0,No_Defect
5.22,118.7,108.3,1443.5,No_Defect
4.57,108.1,105.0,1433.1,No_Defect
4.69,108.6,104.6,1462.4,No_Defect
3.37,116.7,100.8,1464.5,No_Defect
4.08,107.6,108.3,1405.1,No_Defect
5.11,109.7,100.3,1410.8,No_Defect
4.43,106.5,90.8,1407.2,No_Defect
3.02,119.6,109.3,1419.5,No_Defect
4.82,106.9,103.4,1460.5,No_Defect
5.37,108.0,105.7,1406.6,No_Defect
5.48,100.5,102.1,1446.0,No_Defect
4.72,102.4,108.8,1398.1,No_Defect
4.56,104.5,96.1,1434.6,No_Defect
4.04,103.2,93.4,1421.8,No_Defect
4.89,118.0,91.7,1419.3,No_Defect
3.25,100.3,103.2,1440.2,No_Defect
3.41,104.7,90.5,1463.5,No_Defect
5.44,102.7,94.6,1466.8,No_Defect
5.32,108.4,91.0,1383.9,No_Defect
4.43,107.9,90.6,1438.3,No_Defect
3.03,115.7,96.1,1384.0,No_Defect
4.47,108.0,109.5,1434.4,No_Defect
3.69,114.2,95.4,1470.4,No_Defect
3.94,111.0,91.0,1422.6,No_Defect
5.08,116.1,94.5,1402.6,No_Defect
5.04,118.6,91.9,1425.0,No_Defect
3.84,117.4,91.7,1401.1,No_Defect
4.88,101.0,99.9,1424.2,No_Defect
3.84,107.9,100.6,1396.1,No_Defect
6.94,91.3,105.2,1395.4,Blowhole
6.39,83.8,97.2,1420.8,Blowhole
7.08,80.8,90.7,1419.2,Blowhole
7.11,82.7,102.8,1406.0,Blowhole
7.35,92.5,95.9,1403.0,Blowhole
6.73,83.4,103.4,1462.6,Blowhole
7.08,91.5,97.9,1395.6,Blowhole
7.16,85.0,103.4,1407.1,Blowhole
6.31,93.9,93.1,1478.8,Blowhole
7.47,91.1,103.2,1437.8,Blowhole
7.33,84.1,99.4,1441.9,Blowhole
6.73,86.0,96.6,1436.4,Blowhole
7.31,82.8,108.7,1448.9,Blowhole
7.27,87.8,105.6,1381.6,Blowhole
7.26,80.6,107.8,1479.2,Blowhole
6.58,82.9,105.3,1405.3,Blowhole
7.33,81.4,92.5,1477.9,Blowhole
7.08,91.9,96.5,1447.6,Blowhole
6.97,88.4,103.7,1437.5,Blowhole
6.76,83.9,105.4,1402.6,Blowhole
7.1,83.3,102.5,1454.7,Blowhole
6.48,80.8,92.6,1440.6,Blowhole
7.3,80.6,104.7,1414.1,Blowhole
6.82,93.0,96.6,1426.5,Blowhole
6.22,81.1,95.2,1382.8,Blowhole
7.02,86.0,101.0,1397.5,Blowhole
6.58,89.3,109.3,1385.0,Blowhole
7.36,88.1,101.3,1430.0,Blowhole
6.29,81.3,102.0,1414.1,Blowhole
7.39,85.7,92.9,1451.5,Blowhole
6.58,87.4,104.0,1470.0,Blowhole
7.23,89.5,103.6,1474.6,Blowhole
6.58,80.0,95.4,1401.8,Blowhole
7.06,88.9,101.9,1381.6,Blowhole
7.15,84.5,103.3,1435.7,Blowhole
6.65,81.9,91.9,1463.2,Blowhole
7.39,89.1,92.1,1420.2,Blowhole
7.15,90.9,92.4,1380.0,Blowhole
7.13,85.0,95.1,1381.3,Blowhole
6.9,91.9,109.2,1436.6,Blowhole
6.87,81.2,101.0,1418.0,Blowhole
6.99,85.4,94.8,1389.5,Blowhole
6.61,81.4,93.5,1478.7,Blowhole
6.78,87.4,107.5,1479.6,Blowhole
6.96,91.4,96.5,1410.6,Blowhole
6.72,89.4,103.6,1411.5,Blowhole
6.37,88.9,92.6,1437.8,Blowhole
7.1,89.8,105.1,1467.3,Blowhole
6.85,90.2,102.4,1398.7,Blowhole
6.23,84.0,98.9,1441.7,Blowhole
7.3,82.7,92.5,1476.3,Blowhole
6.34,86.7,101.7,1434.1,Blowhole
6.31,80.8,92.1,1438.6,Blowhole
6.91,83.3,102.8,1462.0,Blowhole
6.25,87.0,103.8,1405.2,Blowhole
6.6,88.6,108.0,1461.0,Blowhole
6.96,90.2,97.3,1444.1,Blowhole
6.81,82.7,104.0,1435.6,Blowhole
6.67,92.8,90.4,1411.6,Blowhole
6.27,90.7,104.0,1413.1,Blowhole
7.08,85.5,105.1,1425.4,Blowhole
6.74,93.1,95.0,1392.0,Blowhole
6.96,93.6,97.6,1386.2,Blowhole
6.64,87.1,93.2,1445.8,Blowhole
7.5,86.3,97.1,1420.1,Blowhole
6.35,92.4,98.3,1418.7,Blowhole
7.06,86.2,103.0,1386.1,Blowhole
7.26,93.2,103.0,1475.5,Blowhole
6.4,86.7,102.0,1438.2,Blowhole
6.72,84.7,92.5,1419.2,Blowhole
6.41,90.3,94.2,1385.9,Blowhole
6.92,88.3,107.4,1437.7,Blowhole
6.65,91.2,100.8,1387.9,Blowhole
6.94,92.7,97.9,1409.6,Blowhole
6.39,82.1,98.7,1439.6,Blowhole
6.3,93.2,105.1,1438.7,Blowhole
7.28,81.1,99.5,1443.0,Blowhole
7.28,91.0,95.5,1474.1,Blowhole
6.36,92.3,109.4,1397.7,Blowhole
7.14,80.6,98.1,1431.6,Blowhole
6.95,93.1,103.4,1428.1,Blowhole
7.25,93.3,90.4,1478.3,Blowhole
6.31,91.4,95.6,1393.2,Blowhole
6.77,89.0,97.6,1385.5,Blowhole
6.98,92.6,97.7,1401.6,Blowhole
6.78,80.7,106.4,1462.6,Blowhole
6.96,84.9,106.0,1435.5,Blowhole
7.27,88.8,105.7,1439.9,Blowhole
6.74,93.4,100.8,1440.5,Blowhole
6.49,88.8,101.4,1398.5,Blowhole
6.28,88.5,105.3,1432.3,Blowhole
6.49,89.3,91.6,1424.2,Blowhole
6.41,82.6,94.0,1418.7,Blowhole
6.27,85.6,100.2,1428.3,Blowhole
6.7,91.7,92.9,1430.6,Blowhole
6.28,81.0,101.5,1436.6,Blowhole
7.34,87.8,109.2,1384.9,Blowhole
6.33,80.6,93.7,1434.1,Blowhole
7.04,80.6,108.9,1464.2,Blowhole
6.59,81.1,93.4,1392.7,Blowhole
6.36,87.3,94.9,1415.8,Blowhole
7.49,89.6,109.0,1394.3,Blowhole
6.7,87.8,91.5,1380.4,Blowhole
7.07,89.0,98.2,1429.0,Blowhole
6.74,80.3,96.7,1397.7,Blowhole
6.33,93.4,102.0,1452.9,Blowhole
6.61,85.5,94.7,1389.7,Blowhole
6.43,91.2,103.6,1434.7,Blowhole
6.82,92.9,91.5,1408.1,Blowhole
6.65,91.0,109.9,1404.1,Blowhole
7.34,91.6,94.5,1419.9,Blowhole
6.73,93.7,93.6,1459.9,Blowhole
6.63,90.2,98.4,1437.8,Blowhole
7.28,91.3,107.3,1386.0,Blowhole
7.1,82.0,98.3,1434.9,Blowhole
6.72,87.3,109.9,1393.5,Blowhole
7.08,85.5,92.7,1395.9,Blowhole
7.43,92.3,108.1,1479.2,Blowhole
6.47,85.0,103.4,1428.4,Blowhole
6.74,85.0,101.9,1437.6,Blowhole
6.41,86.6,101.1,1437.0,Blowhole
6.47,90.4,90.5,1415.5,Blowhole
7.21,87.9,95.2,1449.5,Blowhole
6.94,91.1,104.7,1441.0,Blowhole
6.83,81.9,95.2,1421.9,Blowhole
6.98,87.2,95.8,1380.6,Blowhole
6.85,84.0,104.7,1382.4,Blowhole
6.96,93.2,93.5,1427.2,Blowhole
6.32,88.8,101.0,1420.7,Blowhole
6.88,92.6,93.9,1382.3,Blowhole
7.32,88.1,107.8,1439.7,Blowhole
7.25,86.0,105.0,1471.3,Blowhole
6.94,82.5,95.4,1399.9,Blowhole
6.52,84.3,101.1,1438.8,Blowhole
6.75,88.6,91.6,1388.8,Blowhole
6.42,87.3,94.3,1408.3,Blowhole
6.72,91.4,90.3,1444.9,Blowhole
7.07,91.2,108.7,1382.0,Blowhole
6.4,92.4,99.2,1436.5,Blowhole
7.06,89.5,108.6,1479.7,Blowhole
7.14,84.0,107.6,1384.9,Blowhole
6.5,92.6,95.1,1402.1,Blowhole
6.38,92.0,100.0,1447.5,Blowhole
6.51,90.6,105.2,1411.3,Blowhole
6.73,82.9,109.5,1444.6,Blowhole
7.41,84.2,105.6,1456.6,Blowhole
7.1,93.5,97.9,1393.1,Blowhole
7.07,90.2,101.5,1400.7,Blowhole
6.86,84.4,98.5,1444.5,Blowhole
7.17,83.3,98.1,1406.9,Blowhole
6.46,91.0,108.2,1417.0,Blowhole
7.18,92.6,106.9,1398.3,Blowhole
7.44,85.3,96.8,1386.2,Blowhole
6.83,81.5,95.0,1411.7,Blowhole
7.25,92.3,96.0,1465.9,Blowhole
7.31,90.7,92.9,1449.0,Blowhole
7.43,89.6,96.6,1430.1,Blowhole
7.04,87.1,92.4,1411.2,Blowhole
7.24,92.1,92.7,1475.2,Blowhole
6.63,89.3,105.0,1461.2,Blowhole
7.43,84.4,107.2,1393.2,Blowhole
7.12,90.4,103.6,1405.2,Blowhole
7.33,82.4,91.1,1451.7,Blowhole
6.82,91.9,97.7,1396.8,Blowhole
7.29,87.7,93.8,1452.0,Blowhole
6.86,88.5,99.2,1462.9,Blowhole
7.28,89.9,92.1,1463.9,Blowhole
7.07,89.8,97.3,1467.9,Blowhole
7.14,81.6,98.2,1468.6,Blowhole
6.26,93.5,103.6,1443.1,Blowhole
6.55,83.5,108.8,1409.8,Blowhole
7.21,85.5,92.8,1381.1,Blowhole
6.91,93.7,97.4,1415.7,Blowhole
6.65,87.3,98.8,1468.0,Blowhole
6.86,87.1,92.8,1478.3,Blowhole
6.52,81.0,103.3,1439.5,Blowhole
6.74,85.9,105.7,1399.6,Blowhole
7.27,89.1,98.4,1425.8,Blowhole
6.53,90.5,100.3,1412.1,Blowhole
6.97,93.9,98.7,1472.1,Blowhole
6.65,80.8,94.1,1421.9,Blowhole
6.49,80.0,108.3,1464.4,Blowhole
7.16,82.3,92.4,1386.8,Blowhole
7.14,93.0,98.6,1391.9,Blowhole
6.87,84.9,97.5,1442.1,Blowhole
7.13,81.5,90.7,1479.4,Blowhole
6.5,80.8,93.8,1383.9,Blowhole
6.71,91.2,96.8,1424.4,Blowhole
7.08,87.1,107.2,1466.6,Blowhole
6.21,90.9,99.2,1478.9,Blowhole
6.83,93.8,105.1,1404.9,Blowhole
6.9,93.9,107.2,1389.7,Blowhole
7.12,84.8,90.1,1420.3,Blowhole
6.51,91.5,96.7,1462.8,Blowhole
6.2,84.3,94.8,1403.4,Blowhole
6.29,82.6,101.1,1409.1,Blowhole
6.74,85.3,107.5,1470.5,Blowhole
6.84,84.6,92.1,1475.3,Blowhole
6.28,84.2,96.0,1412.0,Blowhole
6.41,91.0,92.4,1443.5,Blowhole
6.36,81.0,108.2,1399.0,Blowhole
7.27,87.6,91.6,1475.5,Blowhole
6.52,92.0,93.4,1465.4,Blowhole
6.22,87.2,105.4,1473.5,Blowhole
7.38,91.5,107.8,1399.9,Blowhole
6.57,84.0,97.5,1419.3,Blowhole
6.91,82.2,103.8,1396.8,Blowhole
6.6,87.0,105.9,1453.9,Blowhole
7.04,82.2,100.9,1388.7,Blowhole
6.69,85.8,90.8,1407.4,Blowhole
7.44,93.4,97.0,1384.3,Blowhole
6.43,85.5,109.0,1394.1,Blowhole
